article_name,article_id
Ethnic group,1422
Euclid,1423
Euclidean geometry,1424
Eukaryote,1425
Euphrates,1426
Eurasian Bullfinch,1427
Eurasian Collared Dove,1428
Eurasian Eagle Owl,1429
Eurasian Jay,1430
Eurasian Oystercatcher,1431
Euro,1432
Europe,1433
European Goldfinch,1434
European Greenfinch,1435
European Kingfisher,1436
European Parliament,1437
European Space Agency,1438
European Union,1439
Europium,1440
Eurovision Song Contest,1441
Euston Manifesto,1442
Eustreptospondylus,1443
Eva Perón,1444
Evan Rachel Wood,1445
Evanton,1446
Evolution,1447
Evolutionarily stable strategy,1448
Existentialism,1449
Exploration of Mars,1450
Explorer I,1451
Expressionism,1452
Extinct birds,1453
Extinction,1454
Extrasolar planet,1455
Extraterrestrial life,1456
Eye,1457
Eye (cyclone),1458
Eyelid,1459
Ezra Pound,1460
F-35 Lightning II,1461
F-4 Phantom II,1462
FIFA,1463
FIFA World Cup,1464
FM Consolidated line,1465
FairTax,1466
Fair Isle,1467
Falcon,1468
Falkirk Wheel,1469
Falkland Islands,1470
Family,1471
Famine,1472
Fanny Blankers-Koen,1473
Faroe Islands,1474
Fascism,1475
Fashion,1476
Fatty acid,1477
Fauna of Australia,1478
Feather,1479
Fed Cup,1480
Federal Bureau of Investigation,1481
Federated States of Micronesia,1482
Fedora Core,1483
Feldspar,1484
Felice Beato,1485
Felix Mendelssohn,1486
Felix the Cat,1487
Fencing,1488
Fennel,1489
Ferdinand Magellan,1490
Ferdinandea,1491
Fermi paradox,1492
Fermium,1493
Fern,1494
Fertile Crescent,1495
Fertilizer,1496
Fetal alcohol spectrum disorder,1497
Ffestiniog Railway,1498
Fiberglass,1499
Fiction,1500
Fidel Castro,1501
Fieldfare,1502
Fiji,1503
Film,1504
Final Fantasy (video game),1505
Final Fantasy Adventure,1506
Finance,1507
Financial statements,1508
Fine art,1509
Finland,1510
Fire,1511
Firearm,1512
Firecrest,1513
Firefly (TV series),1514
First Council of Nicaea,1515
First Crusade,1516
First Macedonian War,1517
First Transcontinental Railroad,1518
Fish,1519
Fishing,1520
Flag of Australia,1521
Flag of Belarus,1522
Flag of Hong Kong,1523
Flag of India,1524
Flag of Mexico,1525
Flag of South Africa,1526
Flag of the Republic of China,1527
Flamingo,1528
Flanders,1529
Flat Earth,1530
Flemish (linguistics),1531
Flemish dialects,1532
Flemish people,1533
Flood,1534
Floppy disk,1535
Florence Nightingale,1536
Florida,1537
Florida East Coast Railway,1538
Floris and Blancheflour,1539
Flower,1540
Floyd Mayweather Jr.,1541
Fluorine,1542
Flute,1543
Foie gras,1544
Folic acid,1545
Folk music,1546
Folklore,1547
Food,1548
Football,1549
Football (soccer),1550
Force,1551
Forensic facial reconstruction,1552
Forest,1553
Formic acid,1554
Formula One,1555
Forrest Gump,1556
Fort de Chartres,1557
Forth,1558
Forth Bridge (railway),1559
Forth Road Bridge,1560
Fossil,1561
Fossil fuel,1562
Fossil record,1563
Fourteenth Amendment to the United States Constitution,1564
Fox,1565
Frédéric Chopin,1566
Fractal,1567
France,1568
France in the American Revolutionary War,1569
Frances Oldham Kelsey,1570
Francis Bacon,1571
Francis Crick,1572
Francis Drake,1573
Francis Petre,1574
Francis of Assisi,1575
Francisco Goya,1576
Francium,1577
Frank Lloyd Wright,1578
Frankenstein,1579
Frankfurt,1580
Franklin B. Gowen,1581
Franklin D. Roosevelt,1582
Franklin Pierce,1583
Franks,1584
Franz Kafka,1585
Franz Schubert,1586
Frederick Douglass,1587
"Frederick Hamilton-Temple-Blackwood, 1st Marquess of Dufferin and Ava",1588
"Frederick II, Holy Roman Emperor",1589
Frederick II of Prussia,1590
Freetown,1591
French Guiana,1592
French Open (tennis),1593
French Polynesia,1594
French Revolution,1595
French Southern and Antarctic Lands,1596
French language,1597
Fresh water,1598
Friedrich Nietzsche,1599
Friend Directdebit,1600
Frog,1601
Fruit,1602
Fugu,1603
Full moon,1604
Funchal,1605
Functional programming,1606
Fundamental Rights in India,1607
Fundamental theorem of arithmetic,1608
Fungus,1609
Fur language,1610
Fusarium,1611
Fyodor Dostoevsky,1612
GDRT,1613
GNOME,1614
GNU,1615
GNU Linux naming controversy,1616
GNU Project,1617
Gabon,1618
Gaborone,1619
Gadolinium,1620
Galápagos Islands,1621
Galah,1622
Galaxy,1623
Galeras,1624
Galerina,1625
Galileo Galilei,1626
Gallery of the Kings and Queens of England,1627
Gallimimus,1628
Gallium,1629
Galveston Hurricane of 1900,1630
Game,1631
Game theory,1632
Ganesha,1633
Ganges River,1634
Ganges shark,1635
Gangtok,1636
Garage (dance music),1637
Garden,1638
Garden Gnome Liberation Front,1639
Gardening,1640
Gas,1641
Gas giant,1642
Gas metal arc welding,1643
Gas tungsten arc welding,1644
Gas turbine-electric locomotive,1645
Gaur,1646
Gauss's law,1647
Gautama Buddha,1648
Gaza Strip,1649
Gazelle,1650
Gender,1651
Genealogy,1652
General Pershing Zephyr,1653
Genetic code,1654
Genetics,1655
Geneva,1656
Genghis Khan,1657
Genoa,1658
Gentoo penguin,1659
Geography,1660
Geography of Africa,1661
Geography of India,1662
Geography of Ireland,1663
Geography of Texas,1664
Geology,1665
Geology of Dorset,1666
Geology of the Grand Canyon area,1667
Geometry,1668
Georg Cantor,1669
Georg Forster,1670
Georg von Boeselager,1671
"George Byron, 6th Baron Byron",1672
George Eliot,1673
George Fox,1674
George H. W. Bush,1675
George Herbert,1676
George III of the United Kingdom,1677
George II of Great Britain,1678
George IV of the United Kingdom,1679
George I of Great Britain,1680
George Thomas Coker,1681
George VI of the United Kingdom,1682
George V of the United Kingdom,1683
George W. Bush,1684
George Washington,1685
"Georgetown, Guyana",1686
Georgia (country),1687
Gerald Durrell,1688
Gerald Ford,1689
"German Crusade, 1096",1690
German language,1691
German reunification,1692
Germanium,1693
Germany,1694
Gettysburg Address,1695
Ghana,1696
Ghost Dance,1697
Giant's Causeway,1698
Giant Eland,1699
Giant Hogweed,1700
Giant Panda,1701
Gibraltar,1702
Giganotosaurus,1703
Gilles Villeneuve,1704
Giraffe,1705
Giuseppe Verdi,1706
Giza pyramid complex,1707
Glacier,1708
Glacier National Park (US),1709
Glaciology,1710
Glasgow,1711
Glass,1712
Glasses,1713
Glastonbury Festival,1714
GlaxoSmithKline,1715
Gliding,1716
Gliese 876,1717
Gliese 876 b,1718
Gliese 876 c,1719
Gliese 876 d,1720
Global,1721
Global city,1722
Global spread of H5N1,1723
Global warming,1724
Globalization,1725
Globe Theatre,1726
Globular cluster,1727
Glorious Revolution,1728
Glynn Lunney,1729
Gmail,1730
Go (board game),1731
Goa,1732
God,1733
Gold,1734
Gold(III) chloride,1735
Gold standard,1736
Goldcrest,1737
Golden Eagle,1738
Golden Gate Highlands National Park,1739
Goldfish,1740
"Goleta, California",1741
Gone with the Wind (film),1742
Google,1743
Goose,1744
Gordon Brown,1745
Gordon Griffith,1746
Gorilla,1747
Gossypium,1748
Gothenburg,1749
Gottfried Leibniz,1750
Government,1751
Government of France,1752
Gowanus Canal,1753
Grand Canal of China,1754
Grand Canyon,1755
Grand Central Station (Chicago),1756
Grand Central Terminal,1757
"Grand Forks, North Dakota",1758
Grand Slam (tennis),1759
Grange Hill,1760
Granite,1761
Graniteville train disaster,1762
Grape seed oil,1763
Graphic novel,1764
Gravitation,1765
Gray Wolf,1766
Gray reef shark,1767
Grease (film),1768
Great Auk,1769
Great Barrier Reef,1770
Great Black-backed Gull,1771
Great Britain,1772
Great Bustard,1773
Great Comet of 1882,1774
Great Cormorant,1775
Great Crested Grebe,1776
Great Lakes,1777
Great Lakes Storm of 1913,1778
Great Moravia,1779
Great Pyramid of Giza,1780
Great Red Spot,1781
Great Rift Valley,1782
Great Salt Lake,1783
Great Spotted Woodpecker,1784
Great Tit,1785
Great Wall of China,1786
Great Yarmouth,1787
Great comet,1788
Great hammerhead,1789
Great white shark,1790
Greater Cane Rat,1791
Greco-Buddhism,1792
Greece,1793
Greek War of Independence,1794
Greek mythology,1795
Green Woodpecker,1796
Greenhouse effect,1797
Greenland,1798
Greg LeMond,1799
Gregor Mendel,1800
Gregorian chant,1801
Gremlins,1802
Grenada,1803
Grevy's Zebra,1804
Group (mathematics),1805
Grover Cleveland,1806
Guadeloupe,1807
Guam,1808
Guangzhou,1809
Guatemala,1810
Guernsey,1811
Guglielmo Marconi,1812
Guild,1813
Guinea,1814
Guinea-Bissau,1815
Guinness,1816
Guitar,1817
Gulf of Mexico,1818
Gull,1819
Gunpowder,1820
Guqin,1821
Gustav Holst,1822
Gustavus Franklin Swift,1823
Guyana,1824
Gyeongju,1825
Gypsum,1826
Hänsel und Gretel,1827
H.D.,1828
H5N1,1829
HD 209458 b,1830
HD 217107,1831
HD 217107 b,1832
HD 217107 c,1833
HD 28185,1834
HD 28185 b,1835
HIV,1836
HIV AIDS in Africa,1837
HMS E18,1838
HSBC,1839
HTTP cookie,1840
H II region,1841
Habsburg Spain,1842
Hadrian's Wall,1843
Haemophilia,1844
Hafnium,1845
Haiti,1846
Haji Mohammad Suharto,1847
Halfbeak,1848
Halloween,1849
Hamburg,1850
Hamilton-Burr duel,1851
Hammurabi,1852
Hampshire,1853
Hampstead Heath,1854
Hannibal Barca,1855
Hanoi,1856
Harald Maddadsson,1857
Haraldskær Woman,1858
Harare,1859
Hardball squash,1860
Harlem Globetrotters,1861
Harley-Davidson,1862
Harold Macmillan,1863
Harold Wilson,1864
Harrier Hawk,1865
Harry Potter,1866
Harry S. Truman,1867
Harvest,1868
Hasekura Tsunenaga,1869
Hassium,1870
Hatshepsut,1871
Hawaiian Goose,1872
Hawfinch,1873
Hawk,1874
Hawk-Eye,1875
Hawking radiation,1876
Health,1877
Heard Island and McDonald Islands,1878
Heat,1879
Hebrew calendar,1880
Hebrew language,1881
Hebrides,1882
Heilbronn,1883
Helen,1884
Helen Gandy,1885
Helicobacter pylori,1886
Heliocentrism,1887
Helium,1888
Hellenistic Greece,1889
Hello Garci scandal,1890
Helmeted Guineafowl,1891
Helsinki,1892
Henipavirus,1893
Henri Matisse,1894
Henrik Ibsen,1895
Henry David Thoreau,1896
Henry Fonda,1897
Henry Ford,1898
Henry H. Rogers,1899
Henry III of England,1900
Henry II of England,1901
Henry IV of England,1902
Henry I of England,1903
Henry James,1904
Henry Moore,1905
Henry Morrison Flagler,1906
Henry Morton Stanley,1907
Henry Purcell,1908
Henry Rollins,1909
Henry VIII of England,1910
Henry VII of England,1911
Henry VI of England,1912
Henry V of England,1913
Henry Wood (conductor),1914
Hepatocellular carcinoma,1915
Hepatorenal syndrome,1916
Heracles,1917
Heraclius,1918
Heraldry,1919
Herbert Hoover,1920
Herbig-Haro object,1921
Herbivore,1922
Hermann Maier,1923
Hernán Cortés,1924
Hero of Ukraine,1925
Hero of the Russian Federation,1926
Herodotus,1927
Heron,1928
Herrerasaurus,1929
Herring Gull,1930
Hey Jude,1931
Hickman's potentilla,1932
High German consonant shift,1933
Hilda of Whitby,1934
Himalayas,1935
Himno Nacional Mexicano,1936
Hindi,1937
Hinduism,1938
Hip hop music,1939
Hippocrates,1940
Hippopotamus,1941
Hiroh Kikai,1942
Hirohito,1943
History,1944
History of Alaska,1945
History of Anglo-Saxon England,1946
History of Arizona,1947
History of Buddhism,1948
History of Burnside,1949
History of Cape Colony from 1806 to 1870,1950
History of Cape Colony from 1870 to 1899,1951
History of Central Asia,1952
History of Earth,1953
History of Greece,1954
History of Greenland,1955
History of Limerick,1956
"History of Louisville, Kentucky",1957
"History of Miami, Florida",1958
History of New Jersey,1959
History of Northwest Territories capital cities,1960
History of Poland (1945–1989),1961
History of Portugal (1777–1834),1962
History of Puerto Rico,1963
History of Russia,1964
History of Singapore,1965
History of Solidarity,1966
History of South Africa,1967
History of South Africa in the apartheid era,1968
History of South Carolina,1969
History of Wikipedia,1970
History of computing hardware,1971
History of democracy,1972
History of education,1973
History of merit badges (Boy Scouts of America),1974
History of nuclear weapons,1975
History of painting,1976
History of post-Soviet Russia,1977
History of saffron,1978
History of science,1979
History of slavery,1980
History of the Australian Capital Territory,1981
History of the Grand Canyon area,1982
History of the Internet,1983
History of the Netherlands,1984
History of the Panama Canal,1985
History of the Portuguese Communist Party,1986
History of the Royal Australian Navy,1987
History of the West Indian cricket team,1988
History of the world,1989
Ho Chi Minh,1990
Ho Chi Minh City,1991
Holkham Hall,1992
Hollandic,1993
Holmium,1994
Holy Roman Empire,1995
Homer,1996
Homestar Runner,1997
Homo floresiensis,1998
Honduras,1999
Honey,2000
Honey bee,2001
Hong Kong,2002
Hoover Dam,2003
Hopman Cup,2004
"Horatio Nelson, 1st Viscount Nelson",2005
Horn of Africa,2006
Horse,2007
Hot air balloon,2008
House,2009
House Martin,2010
House Sparrow,2011
House of Lords,2012
Household income in the United States,2013
"Houston, Texas",2014
Hovercraft,2015
Howards End,2016
Howland Island,2017
Hrafnkels saga,2018
Hubbard Glacier,2019
Hubble's law,2020
Hubble Deep Field,2021
Hubble Space Telescope,2022
Hudson Bay,2023
Hugo Wolf,2024
Human,2025
Human abdomen,2026
Human dignity,2027
Human rights,2028
Humanism,2029
Humanities,2030
Humbert Roque Versace,2031
Humour,2032
Humpback Whale,2033
Humphry Davy,2034
Humus,2035
Hundred Years' War,2036
Hungary,2037
Hunger,2038
Huntington's disease,2039
Hurricane Alex (2004),2040
Hurricane Andrew,2041
Hurricane Camille,2042
Hurricane Charley,2043
Hurricane Danny (1997),2044
Hurricane David,2045
Hurricane Dennis,2046
Hurricane Edouard (1996),2047
Hurricane Epsilon (2005),2048
Hurricane Felix (1995),2049
Hurricane Floyd,2050
Hurricane Georges,2051
Hurricane Gloria,2052
Hurricane Ivan,2053
Hurricane John (1994),2054
Hurricane John (2006),2055
Hurricane Katrina,2056
Hurricane Lenny,2057
Hurricane Marty (2003),2058
Hurricane Mitch,2059
Hurricane Philippe (2005),2060
Hurricane Vince (2005),2061
Husein Gradaščević,2062
Hutu,2063
"Hyde Park, London",2064
Hydrochloric acid,2065
Hydrogen,2066
Hydrogen peroxide,2067
Hydrology,2068
Hyena,2069
Hymenoptera,2070
Hypsilophodon,2071
IG Farben Building,2072
IPod,2073
ITunes,2074
I Ching,2075
I Want to Hold Your Hand,2076
Ibn Battuta,2077
Ice,2078
Ice age,2079
Ice hockey,2080
Ice sheet,2081
Iceland,2082
Iceland hotspot,2083
Ichthyosaur,2084
Idit Harel Caperton,2085
Idolatry,2086
Igneous rock,2087
Igor Stravinsky,2088
Iguanodon,2089
Ike Altgens,2090
Imagism,2091
Immanuel Kant,2092
Imperative programming,2093
Imperial Japanese Navy,2094
Impressionism,2095
Inca Empire,2096
Income disparity,2097
India,2098
Indian Institutes of Technology,2099
Indian Ocean,2100
Indian Peafowl,2101
Indian Railways,2102
Indian Standard Time,2103
Indian cricket team,2104
Indian independence movement,2105
Indira Gandhi,2106
Indium,2107
Indo-Greek Kingdom,2108
Indonesia,2109
Indonesian language,2110
Indricotherium,2111
Inductance,2112
Indus River,2113
Indus Valley Civilization,2114
Industrial Revolution,2115
Industry,2116
Information,2117
Infrastructure,2118
Inner Hebrides,2119
Insect,2120
Insulin,2121
Integrated circuit,2122
Intel Corporation,2123
Intelligence,2124
InterBase,2125
International Court of Justice,2126
International English,2127
International Red Cross and Red Crescent Movement,2128
International Space Station,2129
International human rights instruments,2130
International law,2131
Internet,2132
Internet Explorer,2133
Interpol,2134
Introduction to special relativity,2135
Invasion,2136
Invasion of Grenada,2137
Invasive species,2138
Invertebrate,2139
Investment banking,2140
Iodine,2141
Iowa class battleship,2142
Ipswich,2143
Iran,2144
Iranian peoples,2145
Iraq,2146
Iraq War,2147
Iraq and weapons of mass destruction,2148
Ireland,2149
Ireland King of Arms,2150
Iridium,2151
Irish Sea,2152
Irish people,2153
Irish poetry,2154
Irish theatre,2155
Iron,2156
Iron(III) chloride,2157
Iron Age,2158
Iron Maiden,2159
Iron Mike,2160
Irrigation,2161
Isaac,2162
Isaac Asimov,2163
Isaac Brock,2164
Isaac Newton,2165
Isambard Kingdom Brunel,2166
Isan,2167
Ishango bone,2168
Isis,2169
Islam,2170
Islamic republic,2171
Island Fox,2172
Isle of Man,2173
Isle of Wight,2174
Isles of Scilly,2175
Isospin,2176
Israel,2177
Issyk Kul,2178
Istanbul,2179
Italian Renaissance,2180
Italian War of 1521,2181
Italo disco,2182
Italy,2183
Ivan IV of Russia,2184
Ivory,2185
Ivory-billed Woodpecker,2186
Jórvík,2187
Józef Piłsudski,2188
J. J. Thomson,2189
J. K. Rowling,2190
J. M. W. Turner,2191
J. R. R. Tolkien,2192
J. S. Fry & Sons,2193
Jack Kerouac,2194
Jackal,2195
Jackanory,2196
Jackdaw,2197
Jackie Robinson,2198
Jacob Riis,2199
Jacobite rising,2200
Jacques-Louis David,2201
Jacques Cartier,2202
Jakarta,2203
Jake Gyllenhaal,2204
Jamaica,2205
James Bond,2206
James Buchanan,2207
James Callaghan,2208
James Clerk Maxwell,2209
James Cook,2210
James D. Watson,2211
James Garfield,2212
James II of England,2213
James I of England,2214
James Joyce,2215
James K. Polk,2216
James Lovelock,2217
James Monroe,2218
James Stewart (actor),2219
"James T. Aubrey, Jr.",2220
James Watt,2221
Jan Mayen,2222
Jane Austen,2223
Jane Eyre,2224
Jane Fonda,2225
Japan,2226
Japanese grammar,2227
Japanese war crimes,2228
Japanese yen,2229
Jarvis Island,2230
Jaws (film),2231
Jazz,2232
Jean-Jacques Rousseau,2233
Jean Charles de Menezes,2234
Jehovah,2235
Jerry Fodor,2236
Jersey,2237
Jersey Zoological Park,2238
Jerusalem,2239
Jesse Owens,2240
Jesus,2241
Jet Set Willy,2242
Jet engine,2243
Jew,2244
Jewellery,2245
Jiaogulan,2246
Jimmy Carter,2247
Jimmy Wales,2248
Joan of Arc,2249
Jocelin,2250
Joel Brand,2251
Johann Pachelbel,2252
Johann Sebastian Bach,2253
Johann Wolfgang Goethe,2254
Johannes Gutenberg,2255
Johannes Kepler,2256
Johannes Ockeghem,2257
Johannesburg,2258
John A.T. Robinson,2259
John Adams,2260
John Bull (locomotive),2261
John Cabot,2262
John Calvin,2263
John Constable,2264
John Dee,2265
John F. Kennedy,2266
John F. Kennedy assassination,2267
John Flamsteed,2268
John Henninger Reagan,2269
John Howard,2270
John Locke,2271
John Logie Baird,2272
John Marshall,2273
John Maynard Keynes,2274
John McEnroe,2275
John Millington Synge,2276
John Milton,2277
John Pershing,2278
"John Seigenthaler, Sr.",2279
John Sentamu,2280
John Tyler,2281
John Vanbrugh,2282
John W. Campbell,2283
John W. Johnston,2284
John of England,2285
John von Neumann,2286
Johnny Appleseed,2287
Johnston Atoll,2288
Jomsvikings,2289
Jonah Lomu,2290
Jonathan Wild,2291
Jordan,2292
Jordan River,2293
Jordanhill railway station,2294
Jorge Luis Borges,2295
Joseph Haydn,2296
Joseph Stalin,2297
Joseph and the Amazing Technicolor Dreamcoat,2298
Josephus,2299
Juan Sebastián Elcano,2300
Judaism,2301
Juice,2302
Julius Caesar,2303
Julius and Ethel Rosenberg,2304
July 2006 Java earthquake,2305
Jump rope,2306
Juniper berry,2307
Jupiter,2308
Jupiter (mythology),2309
Jurassic,2310
Juvenile delinquency,2311
Jyllands-Posten Muhammad cartoons controversy,2312
Kīlauea,2313
Kaffir lime,2314
Kakapo,2315
Kakariki,2316
Kangaroo,2317
"Kansas City, Missouri",2318
Karachi,2319
Kargil War,2320
Karikkoselkä,2321
Karl Benz,2322
Karl Marx,2323
Karl Popper,2324
Kashmir region,2325
Katana,2326
Katyn massacre,2327
Kazakhstan,2328
Keira Knightley,2329
Kenya,2330
Kerala,2331
Kestrel,2332
Keurusselkä,2333
Kevin Spacey,2334
Khan Wali Khan,2335
Khartoum,2336
Khazars,2337
Khudai Khidmatgar,2338
Kidnapped (novel),2339
Kiev,2340
Kigali,2341
Kigo,2342
King Arthur,2343
King Kong (1933 film),2344
King Kong (2005 film),2345
Kingman Reef,2346
Kipchaks in Georgia,2347
Kiribati,2348
Kite (bird),2349
Kitsch,2350
Klinefelter's syndrome,2351
Knights of Columbus,2352
Kochi (India),2353
Kofi Annan,2354
Kohlberg's stages of moral development,2355
Kolkata,2356
Konrad Lorenz,2357
Kookaburra,2358
Korea,2359
Koryaksky,2360
Kosovo,2361
Krag-Jørgensen,2362
Krakatoa,2363
Krazy Kat,2364
Krill,2365
Krypton,2366
Ku Klux Klan,2367
Kuala Lumpur,2368
Kubla Khan,2369
Kuiper belt,2370
Kurt Cobain,2371
Kuru (disease),2372
Kuwait,2373
Kuwait City,2374
Kylie Minogue,2375
Kyoto Protocol,2376
Kyrgyzstan,2377
L. S. Lowry,2378
LANSA Cuzco Crash,2379
La Grande Armée,2380
La Paz,2381
Labor Day Hurricane of 1935,2382
Ladysmith Black Mambazo,2383
Lagos,2384
Laika,2385
Lake Albert,2386
Lake Baikal,2387
Lake Burley Griffin,2388
Lake Chad,2389
Lake District,2390
Lake Edward,2391
Lake Kariba,2392
Lake Kivu,2393
Lake Malawi,2394
Lake Mead,2395
Lake Powell,2396
Lake Superior,2397
Lake Tahoe,2398
Lake Tanganyika,2399
Lake Titicaca,2400
Lake Toba,2401
Lake Turkana,2402
Lake Victoria,2403
Lake Vostok,2404
Lance Armstrong,2405
Lancia Flaminia,2406
Land (economics),2407
Landform,2408
Landscape,2409
Language,2410
Lanthanum,2411
Laos,2412
Laozi,2413
Las Palmas de Gran Canaria,2414
"Las Vegas, Nevada",2415
Last Supper,2416
Latin,2417
Latin America,2418
Latin alphabet,2419
Latvia,2420
Laurence Olivier,2421
Laurent Fignon,2422
Lavender,2423
Law,2424
Lawn,2425
Lawrencium,2426
Laws in Wales Acts 1535–1542,2427
Layla,2428
Lead,2429
Lead(II) nitrate,2430
League of Nations,2431
Leaning Tower of Pisa,2432
Lebanon,2433
Leeds,2434
Lego,2435
Leicester,2436
Leif Ericson,2437
Leisure,2438
Lemon,2439
Lemon balm,2440
Lemon myrtle,2441
Lens (anatomy),2442
Leo (constellation),2443
Leo Tolstoy,2444
Leon Trotsky,2445
Leonardo da Vinci,2446
Leonhard Euler,2447
Lerwick,2448
Lesotho,2449
Lesothosaurus,2450
Lettuce,2451
"Levee failures in Greater New Orleans, 2005",2452
Lhasa,2453
Liberal Democrats,2454
Liberal democracy,2455
Liberalism,2456
Liberia,2457
Libertarianism,2458
Library,2459
Library of Alexandria,2460
Library of Congress,2461
Libreville,2462
Libya,2463
Liechtenstein,2464
Life,2465
Light,2466
Lighthouse of Alexandria,2467
Lighting designer,2468
Lightning rod,2469
Lille,2470
Lilongwe,2471
Lima,2472
Limerick,2473
Lincoln (automobile),2474
Lincoln Town Car,2475
Lindisfarne Gospels,2476
Linear algebra,2477
Linguistics,2478
Link (The Legend of Zelda),2479
Linnet,2480
Linus Pauling,2481
Linus Torvalds,2482
Linux,2483
Lion,2484
Lipid,2485
Liquid crystal,2486
Lisbon,2487
List of African countries,2488
List of Archbishops of Canterbury,2489
List of Asian countries,2490
List of Canadian provinces and territories by area,2491
List of European Union member states by accession,2492
List of European countries,2493
List of French monarchs,2494
List of North American countries,2495
List of Oceanian countries,2496
List of Prime Ministers of the United Kingdom,2497
List of South American countries,2498
List of Test cricket triple centuries,2499
List of U.S. states by date of statehood,2500
List of animal welfare groups,2501
List of areas in the National Park System of the United States,2502
List of circulating currencies,2503
List of countries,2504
List of countries by system of government,2505
List of elements by name,2506
List of essential oils,2507
List of lakes,2508
List of members of the Commonwealth of Nations by date joined,2509
List of minerals,2510
List of monarchs in the British Isles,2511
List of particles,2512
List of popes,2513
List of rivers by length,2514
List of sovereign states,2515
List of universities in the United Kingdom,2516
List of vegetable oils,2517
List of world's largest lakes,2518
Literacy,2519
Literature,2520
Lithium,2521
Lithium aluminium hydride,2522
Lithuania,2523
Little Women,2524
Liverpool,2525
Liverpool F.C.,2526
Liverpool and Manchester Railway,2527
Llandudno,2528
Llywelyn the Great,2529
Local community,2530
Local government in the United Kingdom,2531
Loch,2532
Loch Ness,2533
Logba language,2534
Logic,2535
Logistics,2536
Lomé,2537
London,2538
London Bridge,2539
London Underground,2540
London Zoo,2541
London sewerage system,2542
Lone Wolf (gamebooks),2543
Long-billed Vulture,2544
Long-tailed Tit,2545
Long pepper,2546
Longship,2547
Looney Tunes,2548
Lope de Barrientos,2549
Lord's Resistance Army,2550
Lord Voldemort,2551
"Los Angeles, California",2552
Lost (TV series),2553
Lothal,2554
Lottie Dod,2555
Louis Armstrong,2556
Louis Freeh,2557
Louis Jordan,2558
Louis Pasteur,2559
Louis XIV of France,2560
"Louisville, Kentucky",2561
Lovage,2562
Love,2563
"Lucy, Lady Duff-Gordon",2564
Ludwig Wittgenstein,2565
Ludwig van Beethoven,2566
Luftwaffe,2567
Luminiferous aether,2568
Lunar eclipse,2569
Lung cancer,2570
Lusaka,2571
Lutetium,2572
Luxembourg,2573
Luxembourg (city),2574
Lyme disease,2575
Lyndon B. Johnson,2576
Lynton and Barnstaple Railway,2577
Lyon,2578
M*A*S*H (TV series),2579
M-10001,2580
M-10003-6,2581
M1 motorway,2582
M25 motorway,2583
M6 motorway,2584
MINI (BMW),2585
Macau,2586
Macbeth,2587
Macbeth of Scotland,2588
Macedon,2589
Machu Picchu,2590
Macintosh,2591
Mackenzie River,2592
Madagascar,2593
Madama Butterfly,2594
Madrid,2595
Magdalena Abakanowicz,2596
Magellanic Penguin,2597
Maghreb,2598
Magic  The Gathering,2599
Maglev train,2600
Magma,2601
Magna Carta,2602
Magnesium,2603
Magnet,2604
Magnetism,2605
Magpie,2606
Mahabharata,2607
Mahatma Gandhi,2608
Mahjong,2609
Mahmoud Abbas,2610
Maiasaura,2611
Maize,2612
Makuria,2613
Malaria,2614
Malaspina Glacier,2615
Malawi,2616
Malaysia,2617
Malcolm III of Scotland,2618
Malcolm II of Scotland,2619
Malcolm X,2620
Maldives,2621
Mali,2622
Mallard,2623
Malta,2624
Malwa (Madhya Pradesh),2625
Mamenchisaurus,2626
Mammal,2627
Mammoth,2628
Mammoth Cave National Park,2629
Mancala,2630
Manchester,2631
Manchester United F.C.,2632
Mandan,2633
Manganese,2634
Mango,2635
Manifest Destiny,2636
Manifold,2637
Manila,2638
Manorialism,2639
Manuel I Komnenos,2640
Manufacturing,2641
Mao Zedong,2642
Map projection,2643
Maputo,2644
Marc Pugh,2645
Marcel Lefebvre,2646
Marcel Proust,2647
Marco Polo,2648
Marcus Allen,2649
Margaret Sanger,2650
Margaret Thatcher,2651
Margate,2652
Margin of error,2653
Marginated Tortoise,2654
Marie Curie,2655
Mario,2656
Marjoram,2657
Mark Antony,2658
Mark Twain,2659
Mark Twain House,2660
Mark Webber,2661
Market,2662
Markup language,2663
Mars,2664
Mars Exploration Rover,2665
Mars Reconnaissance Orbiter,2666
Marseille,2667
Marshall Islands,2668
Marshall Plan,2669
Martello tower,2670
Martin Luther,2671
"Martin Luther King, Jr.",2672
Martin Van Buren,2673
Martina Navratilova,2674
Martinique,2675
Marvin Gaye,2676
Marxism,2677
Mary II of England,2678
Mary I of England,2679
Mary I of Scotland,2680
Mary Kingsley,2681
Mary Seacole,2682
Mary Somerville,2683
Maseru,2684
Mass Rapid Transit (Singapore),2685
Mass media,2686
Massospondylus,2687
Material properties of diamond,2688
Mathematical analysis,2689
Mathematics,2690
Matilda of Boulogne,2691
Matrix (mathematics),2692
Matsuo Bashō,2693
Matter,2694
Matthew Brettingham,2695
Mauna Loa,2696
Mauritania,2697
Mauritius,2698
Mausoleum of Maussollos,2699
Mauthausen-Gusen concentration camp,2700
Max Planck,2701
Max Weber,2702
Maxwell's equations,2703
Maya civilization,2704
Maya mythology,2705
Mayotte,2706
Mbabane,2707
McFly (band),2708
Meander,2709
Measles,2710
Measurement,2711
Meat,2712
Mecca,2713
Mechanical work,2714
Medal of Honor,2715
Medicine,2716
Medieval commune,2717
